[2019-07-18 20:52:10 $57703.0]	INFO	Server is reloading all workers now
[2019-07-19 17:02:30 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=24390] abnormal exit, status=0, signal=9
[2019-07-19 17:02:30 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=24389] abnormal exit, status=0, signal=9
[2019-07-19 17:02:30 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=24388] abnormal exit, status=0, signal=9
[2019-07-19 17:03:29 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:03:32 ^25150.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:03:32 *25145.3]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25160] exit timeout, forced kill
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25171] exit timeout, forced kill
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25176] exit timeout, forced kill
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25172] exit timeout, forced kill
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25173] exit timeout, forced kill
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25175] exit timeout, forced kill
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25174] exit timeout, forced kill
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25176] abnormal exit, status=0, signal=9
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25175] abnormal exit, status=0, signal=9
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25174] abnormal exit, status=0, signal=9
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25173] abnormal exit, status=0, signal=9
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25172] abnormal exit, status=0, signal=9
[2019-07-19 17:03:35 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25171] abnormal exit, status=0, signal=9
[2019-07-19 17:03:40 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:03:43 ^25362.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25373] exit timeout, forced kill
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25387] exit timeout, forced kill
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25382] exit timeout, forced kill
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25386] exit timeout, forced kill
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25385] exit timeout, forced kill
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25383] exit timeout, forced kill
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25384] exit timeout, forced kill
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25387] abnormal exit, status=0, signal=9
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25386] abnormal exit, status=0, signal=9
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25385] abnormal exit, status=0, signal=9
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25384] abnormal exit, status=0, signal=9
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25383] abnormal exit, status=0, signal=9
[2019-07-19 17:03:46 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25382] abnormal exit, status=0, signal=9
[2019-07-19 17:03:50 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:03:53 ^25416.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25427] exit timeout, forced kill
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25436] exit timeout, forced kill
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25441] exit timeout, forced kill
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25437] exit timeout, forced kill
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25438] exit timeout, forced kill
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25440] exit timeout, forced kill
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25439] exit timeout, forced kill
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25437] abnormal exit, status=0, signal=9
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25441] abnormal exit, status=0, signal=9
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25440] abnormal exit, status=0, signal=9
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25439] abnormal exit, status=0, signal=9
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25438] abnormal exit, status=0, signal=9
[2019-07-19 17:03:56 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25436] abnormal exit, status=0, signal=9
[2019-07-19 17:03:58 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:04:01 ^25462.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25473] exit timeout, forced kill
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25487] exit timeout, forced kill
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25483] exit timeout, forced kill
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25482] exit timeout, forced kill
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25486] exit timeout, forced kill
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25484] exit timeout, forced kill
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25485] exit timeout, forced kill
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25487] abnormal exit, status=0, signal=9
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25486] abnormal exit, status=0, signal=9
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25485] abnormal exit, status=0, signal=9
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25484] abnormal exit, status=0, signal=9
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25483] abnormal exit, status=0, signal=9
[2019-07-19 17:04:04 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25482] abnormal exit, status=0, signal=9
[2019-07-19 17:04:06 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:04:09 ^25504.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25511] exit timeout, forced kill
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25522] exit timeout, forced kill
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25526] exit timeout, forced kill
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25527] exit timeout, forced kill
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25523] exit timeout, forced kill
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25525] exit timeout, forced kill
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25524] exit timeout, forced kill
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25526] abnormal exit, status=0, signal=9
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25527] abnormal exit, status=0, signal=9
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25525] abnormal exit, status=0, signal=9
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25524] abnormal exit, status=0, signal=9
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25523] abnormal exit, status=0, signal=9
[2019-07-19 17:04:12 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25522] abnormal exit, status=0, signal=9
[2019-07-19 17:05:03 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:05:06 *25534.3]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:05:06 ^25540.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25551] exit timeout, forced kill
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25567] exit timeout, forced kill
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25562] exit timeout, forced kill
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25563] exit timeout, forced kill
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25566] exit timeout, forced kill
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25564] exit timeout, forced kill
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25565] exit timeout, forced kill
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25567] abnormal exit, status=0, signal=9
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25566] abnormal exit, status=0, signal=9
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25565] abnormal exit, status=0, signal=9
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25564] abnormal exit, status=0, signal=9
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25563] abnormal exit, status=0, signal=9
[2019-07-19 17:05:09 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25562] abnormal exit, status=0, signal=9
[2019-07-19 17:05:21 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:05:24 *25732.3]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:05:24 ^25734.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25747] exit timeout, forced kill
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25758] exit timeout, forced kill
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25763] exit timeout, forced kill
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25762] exit timeout, forced kill
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25759] exit timeout, forced kill
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25761] exit timeout, forced kill
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25760] exit timeout, forced kill
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25758] abnormal exit, status=0, signal=9
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25763] abnormal exit, status=0, signal=9
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25762] abnormal exit, status=0, signal=9
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25761] abnormal exit, status=0, signal=9
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25760] abnormal exit, status=0, signal=9
[2019-07-19 17:05:27 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25759] abnormal exit, status=0, signal=9
[2019-07-19 17:07:38 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:07:41 *25799.3]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:07:41 ^25804.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=25815] exit timeout, forced kill
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=25824] exit timeout, forced kill
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=25825] exit timeout, forced kill
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=25826] exit timeout, forced kill
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=25829] exit timeout, forced kill
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=25827] exit timeout, forced kill
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=25828] exit timeout, forced kill
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=25829] abnormal exit, status=0, signal=9
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=25827] abnormal exit, status=0, signal=9
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=25828] abnormal exit, status=0, signal=9
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=25826] abnormal exit, status=0, signal=9
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=25825] abnormal exit, status=0, signal=9
[2019-07-19 17:07:44 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=25824] abnormal exit, status=0, signal=9
[2019-07-19 17:07:56 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:07:59 ^26235.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26250] exit timeout, forced kill
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26266] exit timeout, forced kill
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26265] exit timeout, forced kill
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26264] exit timeout, forced kill
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26261] exit timeout, forced kill
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26262] exit timeout, forced kill
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26263] exit timeout, forced kill
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=26266] abnormal exit, status=0, signal=9
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=26265] abnormal exit, status=0, signal=9
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=26264] abnormal exit, status=0, signal=9
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=26263] abnormal exit, status=0, signal=9
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=26262] abnormal exit, status=0, signal=9
[2019-07-19 17:08:02 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=26261] abnormal exit, status=0, signal=9
[2019-07-19 17:08:13 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:08:16 *26304.3]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:08:16 ^26309.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26320] exit timeout, forced kill
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26327] exit timeout, forced kill
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26328] exit timeout, forced kill
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26329] exit timeout, forced kill
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26332] exit timeout, forced kill
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26331] exit timeout, forced kill
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26330] exit timeout, forced kill
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=26327] abnormal exit, status=0, signal=9
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=26332] abnormal exit, status=0, signal=9
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=26331] abnormal exit, status=0, signal=9
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=26330] abnormal exit, status=0, signal=9
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=26329] abnormal exit, status=0, signal=9
[2019-07-19 17:08:19 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=26328] abnormal exit, status=0, signal=9
[2019-07-19 17:08:20 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:08:23 ^26371.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26384] exit timeout, forced kill
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26395] exit timeout, forced kill
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26400] exit timeout, forced kill
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26399] exit timeout, forced kill
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26396] exit timeout, forced kill
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26397] exit timeout, forced kill
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26398] exit timeout, forced kill
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=26400] abnormal exit, status=0, signal=9
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=26399] abnormal exit, status=0, signal=9
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=26398] abnormal exit, status=0, signal=9
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=26397] abnormal exit, status=0, signal=9
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=26396] abnormal exit, status=0, signal=9
[2019-07-19 17:08:26 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=26395] abnormal exit, status=0, signal=9
[2019-07-19 17:08:53 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:08:56 *26404.3]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:08:56 ^26410.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26418] exit timeout, forced kill
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26436] exit timeout, forced kill
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26431] exit timeout, forced kill
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26432] exit timeout, forced kill
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26435] exit timeout, forced kill
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26434] exit timeout, forced kill
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26433] exit timeout, forced kill
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=26431] abnormal exit, status=0, signal=9
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=26436] abnormal exit, status=0, signal=9
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=26435] abnormal exit, status=0, signal=9
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=26434] abnormal exit, status=0, signal=9
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=26433] abnormal exit, status=0, signal=9
[2019-07-19 17:08:59 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=26432] abnormal exit, status=0, signal=9
[2019-07-19 17:09:02 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:09:05 ^26527.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26540] exit timeout, forced kill
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26548] exit timeout, forced kill
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26547] exit timeout, forced kill
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26552] exit timeout, forced kill
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26549] exit timeout, forced kill
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26550] exit timeout, forced kill
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26551] exit timeout, forced kill
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_check_exit_status: worker#10[pid=26548] abnormal exit, status=0, signal=9
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_check_exit_status: worker#12[pid=26552] abnormal exit, status=0, signal=9
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_check_exit_status: worker#15[pid=26551] abnormal exit, status=0, signal=9
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_check_exit_status: worker#14[pid=26550] abnormal exit, status=0, signal=9
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_check_exit_status: worker#13[pid=26549] abnormal exit, status=0, signal=9
[2019-07-19 17:09:08 $22536.0]	WARNING	swManager_check_exit_status: worker#11[pid=26547] abnormal exit, status=0, signal=9
[2019-07-19 17:22:08 $22536.0]	INFO	Server is reloading all workers now
[2019-07-19 17:22:11 *26566.3]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-19 17:22:11 ^26571.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
